Date,Close_^NSEI,High_^NSEI,Low_^NSEI,Open_^NSEI,Volume_^NSEI,rsi,ema,macd,return,vol_change,bb_width,Target
2018-04-10,10402.25,10424.849609375,10381.5,10412.900390625,251700,55.76672391005025,10267.897294447017,-19.078458200889145,0.002206341580816895,0.13583032490974722,5.057292534742966,0
2018-04-11,10417.150390625,10428.150390625,10355.599609375,10428.150390625,250400,56.46030029727882,10287.797707270747,-6.076146497634909,0.0014324199692374862,-0.005164878823996855,5.045727196996899,0
2018-04-12,10458.650390625,10469.900390625,10395.25,10410.650390625,238600,58.41601897412418,10310.578065051315,7.4906349963403045,0.003983815001590951,-0.04712460063897761,5.142373977700835,0
2018-04-13,10480.599609375,10519.900390625,10451.4501953125,10495.2998046875,213100,59.453383113704284,10333.247604294473,19.78545122385549,0.002098666456015641,-0.10687342833193625,5.3483530169813225,0
2018-04-16,10528.349609375,10540.150390625,10396.349609375,10398.2998046875,195000,61.69226232686016,10359.261204971875,33.001783581892596,0.004556037037927396,-0.08493664946034729,5.797988369751532,0
2018-04-17,10548.7001953125,10560.4501953125,10495.650390625,10557.2998046875,206100,62.63911289848097,10384.519737017292,44.603779793809736,0.001932932196645476,0.056923076923076854,6.286327621097683,0
2018-04-18,10526.2001953125,10594.2001953125,10509.7001953125,10578.900390625,205400,60.8483662519959,10403.410464789986,51.39048588811784,-0.002132964212026689,-0.003396409509946574,6.431462729825682,0
2018-04-19,10565.2998046875,10572.2001953125,10546.2001953125,10563.650390625,262600,62.83664836892373,10424.995710109655,59.24111635786721,0.0037145036812440413,0.2784810126582278,6.639229212652522,0
2018-04-20,10564.0498046875,10582.349609375,10527.4501953125,10560.349609375,244600,62.726974103849635,10443.536256053369,64.61706767909163,-0.00011831183431687542,-0.06854531607006853,6.795790462999815,0
2018-04-23,10584.7001953125,10638.349609375,10514.9501953125,10592.7998046875,194200,63.84953159175673,10462.358114621253,69.73994312102695,0.0019547797489403163,-0.20605069501226492,6.80763363236684,0
2018-04-24,10614.349609375,10636.7998046875,10569.0,10578.099609375,219200,65.45807577496355,10482.623647255086,75.32403020877427,0.0028011576629851653,0.1287332646755921,6.331836324785237,0
2018-04-25,10570.5498046875,10612.599609375,10536.4501953125,10612.400390625,189200,61.130750555534135,10494.347134912743,75.34663219465801,-0.00412647089076601,-0.1368613138686131,6.069890265912935,0
2018-04-26,10617.7998046875,10628.400390625,10559.650390625,10586.5,335100,63.90305588971974,10510.807490882711,78.27491999334597,0.0044699661676110836,0.7711416490486258,5.957131167060106,1
2018-04-27,10692.2998046875,10719.7998046875,10647.5498046875,10651.650390625,0,67.80244795119137,10535.006466056684,85.6201606334198,0.007016519558704637,-1.0,5.63248680359289,0
2018-04-30,10739.349609375,10759.0,10704.599609375,10705.75,173800,70.00611238122725,10562.252218499127,94.15251124520364,0.004400344691688707,inf,5.637234218556335,0
2018-05-02,10718.0498046875,10784.650390625,10689.7998046875,10783.849609375,229700,67.74560357260819,10583.02522999091,98.06530851588832,-0.0019833421447520427,0.32163406214039125,5.524415580623957,0
2018-05-03,10679.650390625,10720.599609375,10647.4501953125,10720.150390625,185200,63.749119440806474,10595.908584742123,96.95013592792202,-0.003582686660562606,-0.19373095341750113,4.568937053740792,0
2018-05-04,10618.25,10700.4501953125,10601.599609375,10700.4501953125,186500,57.87037608143507,10598.88744010984,90.07354349800335,-0.0057492884485150775,0.007019438444924475,4.213030558875888,1
2018-05-07,10715.5,10725.650390625,10635.650390625,10653.150390625,168400,63.596452931375154,10614.435781428529,91.4172554859797,0.00915875968262192,-0.09705093833780165,3.949880745139822,0
2018-05-08,10717.7998046875,10758.5498046875,10689.400390625,10757.900390625,269800,63.72202661556731,10628.217651196392,91.61168940620519,0.00021462411343375898,0.6021377672209025,3.7492812544671748,0
2018-05-09,10741.7001953125,10766.25,10689.849609375,10693.349609375,215400,65.07051091641932,10643.348657078539,92.62659968523076,0.0022299717349214543,-0.2016308376575241,3.5818344160028803,0
2018-05-10,10716.5498046875,10785.5498046875,10705.0,10779.650390625,192100,62.44029011470466,10653.108810093068,90.35988455842562,-0.0023413789407356056,-0.10817084493964713,3.295026544792872,1
2018-05-11,10806.5,10812.0498046875,10724.4501953125,10741.9501953125,203100,67.50007859057271,10673.560968747326,94.72974003034506,0.00839357787271755,0.0572618427902134,3.3191048065260618,0
2018-05-14,10806.599609375,10834.849609375,10774.75,10815.150390625,171400,67.50529901081896,10691.29945416435,97.0818208199671,9.217542682682378e-06,-0.15608074839980302,3.30108548491099,0
2018-05-15,10801.849609375,10929.2001953125,10781.400390625,10812.599609375,254300,66.9530037732296,10706.039474859102,97.4393562440855,-0.0004395462191344457,0.48366394399066515,3.3238614862041937,0
2018-05-16,10741.099609375,10790.4501953125,10699.7001953125,10751.9501953125,231100,60.17240342463447,10710.714159461222,91.76290273028644,-0.005624036826737067,-0.09123082972866692,3.2083806799106815,0
2018-05-17,10682.7001953125,10777.25,10664.5,10775.599609375,214100,54.462335984797214,10706.978964241393,81.61116506371582,-0.005437005165795927,-0.07356122890523586,2.933186669119694,0
2018-05-18,10596.400390625,10674.9501953125,10589.099609375,10671.849609375,223000,47.31665075295637,10692.235154425874,65.84316777080494,-0.008078463600931896,0.04156936011209722,2.8539495315446834,0
2018-05-21,10516.7001953125,10621.7001953125,10505.7998046875,10616.7001953125,0,41.854941114160965,10668.830493210759,46.38112390931383,-0.007521440524559053,-1.0,3.0181467087935268,0
2018-05-22,10536.7001953125,10558.599609375,10490.5498046875,10518.4501953125,241700,43.613846090866275,10651.213120157658,32.199965625703044,0.0019017372016476575,inf,3.1519275991354823,0
2018-05-23,10430.349609375,10533.5498046875,10417.7998046875,10521.099609375,290900,37.17415236859371,10621.764652053304,12.23861292842048,-0.010093348388598211,0.2035581299131155,3.7345754708237777,1
2018-05-24,10513.849609375,10535.150390625,10419.7998046875,10464.849609375,297600,44.147120291375494,10607.375979696197,3.1208737732467853,0.008005484296034426,0.023031969749054637,3.870417448378021,1
2018-05-25,10605.150390625,10628.0498046875,10524.0,10533.0498046875,260800,50.60296261814672,10607.079234486704,3.225033637161687,0.00868385840031305,-0.12365591397849462,3.883875905436418,1
2018-05-28,10688.650390625,10709.7998046875,10640.5498046875,10648.349609375,232600,55.65168127848429,10617.955388638477,9.930856509035948,0.007873532851907061,-0.10812883435582821,3.882508040717239,0
2018-05-29,10633.2998046875,10717.25,10616.099609375,10689.400390625,225800,51.867304435168556,10620.001310778347,10.656102826642382,-0.005178444790938985,-0.02923473774720553,3.845237063599014,0
2018-05-30,10614.349609375,10648.7001953125,10558.4501953125,10579.0,238700,50.59868469223015,10619.247750591234,9.591182192125416,-0.0017821556488181178,0.05713020372010624,3.8367960170090143,1
2018-05-31,10736.150390625,10763.7998046875,10620.400390625,10670.099609375,610300,57.75140334112176,10634.834769262403,18.363843080273,0.011475105468772284,1.5567658148303312,3.8855388650338996,0
2018-06-01,10696.2001953125,10764.75,10681.5,10738.4501953125,220600,54.94152906382601,10643.016826069083,21.840825710383797,-0.0037210912532843476,-0.6385384237260363,3.876020588895795,0
2018-06-04,10628.5,10770.2998046875,10618.349609375,10765.9501953125,203800,50.46093747282487,10641.081249259872,18.915473720893715,-0.006329368754912523,-0.07615593834995471,3.8629335655285346,0
2018-06-05,10593.150390625,10633.150390625,10550.900390625,10630.7001953125,167700,48.248369411850554,10634.690468108556,13.588058465928043,-0.003325926459519235,-0.17713444553483804,3.8696536344425527,1
2018-06-06,10684.650390625,10698.349609375,10587.5,10603.4501953125,189900,53.884827941426046,10641.35179111075,16.558453255160202,0.0086376570355291,0.1323792486583184,3.80752720642339,1
2018-06-07,10768.349609375,10818.0,10722.599609375,10722.599609375,220900,58.35319611044607,10658.284833545984,25.373846072876404,0.007833594520176401,0.1632438125329121,3.8916650909682806,0
2018-06-08,10767.650390625,10779.4501953125,10709.0498046875,10736.400390625,209400,58.30237224567744,10672.866907823185,31.935554094472536,-6.493276828523076e-05,-0.05205975554549569,3.7969174538821204,0
2018-06-11,10786.9501953125,10850.5498046875,10777.0498046875,10781.849609375,211400,59.35466900968364,10688.07801282176,38.252141048351405,0.0017923877528847054,0.009551098376313183,3.7439279972468125,0
2018-06-12,10842.849609375,10856.5498046875,10789.400390625,10816.150390625,198300,62.32065602057764,10708.714225695525,47.22432464343183,0.005182133323169635,-0.061967833491012314,3.872381309785438,0
2018-06-13,10856.7001953125,10893.25,10842.650390625,10887.5,213400,63.04032421100986,10728.445688311122,54.82053431956592,0.0012773935299743577,0.07614725163893099,4.159836862828488,0
2018-06-14,10808.0498046875,10833.7001953125,10773.5498046875,10832.900390625,184300,58.792616439515896,10739.059570494639,56.26630237129939,-0.0044811397339686865,-0.13636363636363635,4.330385522296773,0
2018-06-15,10817.7001953125,10834.0,10755.400390625,10808.650390625,305400,59.377336286529,10749.54498713702,57.527646936088786,0.000892889170515776,0.6570808464460118,4.4542742774428845,0
2018-06-18,10799.849609375,10830.2001953125,10787.349609375,10830.2001953125,196600,57.74511033988187,10756.252270102084,56.43631577176711,-0.00165012762557748,-0.3562540929927963,4.33508971594437,0
2018-06-19,10710.4501953125,10789.4501953125,10701.2001953125,10789.4501953125,224500,50.28919258330664,10750.145326796806,47.80655814491547,-0.008277838793689818,0.1419125127161749,4.127080876424826,0
2018-06-20,10772.0498046875,10781.7998046875,10724.0498046875,10734.650390625,193500,54.63558721865721,10753.065923848899,45.41447689857887,0.005751355755517995,-0.13808463251670378,3.450935908921663,0
2018-06-21,10741.099609375,10809.599609375,10725.900390625,10808.4501953125,223600,52.167565223829456,10751.47041525238,40.5538338242568,-0.0028731945983977436,0.15555555555555545,2.9833015991178358,1
2018-06-22,10821.849609375,10837.0,10710.4501953125,10742.7001953125,229800,57.55479903911698,10760.854307802061,42.725081172588034,0.007517852262492797,0.027728085867620766,2.88020772335051,0
2018-06-25,10762.4501953125,10831.0498046875,10753.0498046875,10822.900390625,229600,52.84032617615794,10761.067092803452,39.20089058099438,-0.005488841206131911,-0.0008703220191470518,2.8529413181661285,0
2018-06-26,10769.150390625,10805.25,10732.5498046875,10742.7001953125,220000,53.30496160316008,10762.144865846325,36.52752731528926,0.0006225529680423669,-0.04181184668989546,2.7010822039602074,0
2018-06-27,10671.400390625,10785.5,10652.400390625,10785.5,246000,46.15969489735358,10750.045602483482,26.21902302090166,-0.009076853461448153,0.11818181818181817,2.5383951162027594,0
2018-06-28,10589.099609375,10674.2001953125,10557.7001953125,10660.7998046875,352300,41.15738639148146,10728.586136735685,11.278462770076658,-0.007712275637441368,0.4321138211382114,2.8625154230853442,1
2018-06-29,10714.2998046875,10723.0498046875,10612.349609375,10612.849609375,242800,50.02915086960252,10726.681292462594,9.431846099685572,0.011823497741172861,-0.3108146466080045,2.844866798549738,0
2018-07-02,10657.2998046875,10736.150390625,10604.650390625,10732.349609375,295400,46.5854687779752,10717.430427425914,3.3305726844264427,-0.005319993003655044,0.21663920922570012,2.771212053298424,0
2018-07-03,10699.900390625,10713.2998046875,10630.25,10668.599609375,202100,49.389396635384756,10715.093089185792,1.9107548106803733,0.003997315147197256,-0.3158429248476642,2.480281502420697,0
2018-07-04,10769.900390625,10777.150390625,10677.75,10715.0,173900,53.691087048247105,10722.400729377687,6.360632490102944,0.006542116977213297,-0.13953488372093026,2.4143843237786125,0
2018-07-05,10749.75,10786.0498046875,10726.25,10786.0498046875,220500,52.31268855310718,10726.047298793996,8.167079482642293,-0.0018709913642785958,0.2679700977573318,2.4129078912733757,0
2018-07-06,10772.650390625,10816.349609375,10735.0498046875,10744.150390625,0,53.7654144111298,10732.261044371464,11.316126612322478,0.0021303184376380013,-1.0,2.4149435314912036,1
2018-07-09,10852.900390625,10860.349609375,10807.150390625,10838.2998046875,183600,58.53272217114588,10748.346290538602,20.056079473326463,0.007449420253147654,inf,2.529637048451213,1
2018-07-10,10947.25,10956.900390625,10876.650390625,10902.75,197000,63.32123517270338,10774.866785133456,34.201526143933734,0.008693492612951825,0.07298474945533773,2.883925067054223,0
2018-07-11,10948.2998046875,10976.650390625,10923.0,10956.400390625,222300,63.371918183333975,10797.991187740663,44.97812517838065,9.589665783638068e-05,0.12842639593908634,3.166857000168979,0
2018-07-12,11023.2001953125,11078.2998046875,10999.650390625,11006.9501953125,248300,66.88751992374966,10828.01905541691,58.88371825889226,0.006841280560560881,0.11695906432748537,3.7683220222686913,0
2018-07-13,11018.900390625,11071.349609375,10999.75,11056.900390625,0,66.49296223965248,10853.46990011132,68.76436980548715,-0.0003900686380828855,-1.0,4.227545509705218,0
2018-07-16,10936.849609375,11019.5,10926.25,11018.9501953125,210500,59.303972359726764,10864.58719467981,69.1766200080292,-0.0074463674542162295,inf,4.389328359433053,0
2018-07-17,11008.0498046875,11018.5,10925.599609375,10939.650390625,210600,63.03841603303145,10883.715542680835,74.39105816875963,0.006510119262449043,0.00047505938242276,4.6334593839336735,0
2018-07-18,10980.4501953125,11076.2001953125,10956.2998046875,11060.2001953125,225500,60.712683558125555,10896.613496365057,75.42700460473134,-0.002507220612614547,0.070750237416904,4.809164720885991,0
2018-07-19,10957.099609375,11006.5,10935.4501953125,10999.5,215400,58.73819512724273,10904.67831143305,73.5163517421206,-0.0021265599790679657,-0.044789356984478945,4.871221154569832,0
2018-07-20,11010.2001953125,11030.25,10946.2001953125,10963.5,187300,61.7820813143079,10918.747895950311,75.4175524887396,0.00484622644956767,-0.13045496750232122,5.070232608270398,0
2018-07-23,11084.75,11093.400390625,11010.9501953125,11019.849609375,229100,65.61699742946104,10940.881509823605,81.9946309121442,0.006770976309698584,0.22317138280832882,5.371191391502876,0
2018-07-24,11134.2998046875,11143.400390625,11092.5,11109.0,205800,67.92103375281347,10966.670615805457,90.16589180684059,0.00447008770495505,-0.10170231340026192,5.738253249599661,0
2018-07-25,11132.0,11157.150390625,11113.25,11148.400390625,205900,67.69429212288797,10988.714533698063,95.3568851047421,-0.0002065513528324292,0.0004859086491739717,5.800708393220358,0
2018-07-26,11167.2998046875,11185.849609375,11125.7001953125,11132.9501953125,365400,69.38374128266071,11012.525903163321,101.15315333196122,0.0031710209025781477,0.7746478873239437,5.541817512593896,1
2018-07-27,11278.349609375,11283.400390625,11210.25,11232.75,314600,73.9916948794955,11047.969063991544,113.40032051261005,0.009944194803553685,-0.1390257252326218,5.883042319362038,0
2018-07-30,11319.5498046875,11328.099609375,11261.4501953125,11296.650390625,278800,75.46697098851291,11084.179829417673,124.98999333704887,0.0036530340643325943,-0.11379529561347745,5.9793767091214765,0
2018-07-31,11356.5,11366.0,11267.75,11311.0498046875,256500,76.7412089574116,11120.489185495318,135.5934278730092,0.0032642813495284972,-0.07998565279770442,6.120470469975932,0
2018-08-01,11346.2001953125,11390.5498046875,11313.5498046875,11359.7998046875,269700,75.56304494197167,11150.583986804277,141.53410096317384,-0.0009069523785937283,0.05146198830409365,6.234416996376832,0
2018-08-02,11244.7001953125,11328.900390625,11234.9501953125,11328.900390625,210000,64.97648067061279,11163.132814605375,136.4786841424957,-0.008945726168478219,-0.22135706340378203,5.865975645568022,1
2018-08-03,11360.7998046875,11368.0,11294.5498046875,11297.7998046875,218300,70.1312783419445,11189.488413282992,140.22408214889037,0.010324829240302646,0.03952380952380952,5.69209497088664,0
2018-08-06,11387.099609375,11427.650390625,11370.599609375,11401.5,203700,71.16655131873988,11215.836572761926,143.658505665735,0.0023149606664707445,-0.0668804397617957,5.686099974883228,0
2018-08-07,11389.4501953125,11428.9501953125,11359.7001953125,11423.150390625,226400,71.26242439502272,11238.98505576867,144.8996704825986,0.00020642534254866618,0.1114383897889053,5.799731719462198,0
2018-08-08,11450.0,11459.9501953125,11379.2998046875,11412.5,210500,73.68933200478213,11267.12038166618,149.0509986135312,0.005316306199962151,-0.07022968197879864,5.963846415144352,0
2018-08-09,11470.7001953125,11495.2001953125,11454.099609375,11493.25,302200,74.4827169008677,11294.264356819023,152.25617442635667,0.001807877319869089,0.43562945368171024,6.216760757053733,0
2018-08-10,11429.5,11478.75,11419.650390625,11474.9501953125,0,69.96086103689805,11312.29577590982,149.74561369151888,-0.003591776841080363,-1.0,6.256760436669513,0
2018-08-13,11355.75,11406.2998046875,11340.2998046875,11369.599609375,246900,62.63096611142553,11318.089672455179,140.18895654950575,-0.006452600726191027,inf,5.8670336290775085,0
2018-08-14,11435.099609375,11452.4501953125,11370.7998046875,11381.7001953125,232600,66.67637391394618,11333.69099737782,137.4338355302698,0.006987615029830696,-0.05791818550020256,5.705758551073563,0
2018-08-16,11385.0498046875,11449.849609375,11366.25,11397.150390625,290600,62.10918921616884,11340.538838352446,129.71649036314557,-0.004376857779749166,0.24935511607910565,5.269687300074654,1
2018-08-17,11470.75,11486.4501953125,11431.7998046875,11437.150390625,234700,66.35847885443093,11357.900326572119,129.0283695265025,0.0075274326228431665,-0.192360633172746,4.71916439742227,1
2018-08-20,11551.75,11565.2998046875,11499.650390625,11502.099609375,232600,69.80517389528443,11383.746949695837,133.480373206894,0.007061438877143944,-0.008947592671495475,4.389522853531381,0
2018-08-21,11570.900390625,11581.75,11539.599609375,11576.2001953125,224200,70.57280644520735,11408.700741819724,136.97493291281899,0.00165779129785526,-0.03611349957007737,4.227466320028129,0
2018-08-23,11582.75,11620.7001953125,11546.7001953125,11620.7001953125,248500,71.0630197977741,11431.907309577095,139.09713590421052,0.0010240870610727093,0.10838537020517403,4.1230827749136365,0
2018-08-24,11557.099609375,11604.599609375,11532.0,11566.599609375,218800,68.40652804540433,11448.599616216816,137.12849300254493,-0.0022145337355118366,-0.11951710261569415,3.7824825312611274,1
2018-08-27,11691.9501953125,11700.9501953125,11595.599609375,11605.849609375,199500,73.92514502346984,11481.046360096241,144.7807027925228,0.011668203138797129,-0.08820840950639852,3.8666498147915007,0
2018-08-28,11738.5,11760.2001953125,11710.5,11731.9501953125,241900,75.51508664238573,11515.37351208341,152.83947604700552,0.003981355027167455,0.2125313283208019,4.307061051572343,0
2018-08-29,11691.900390625,11753.2001953125,11678.849609375,11744.9501953125,251600,70.85716533830414,11538.91042922229,153.69422156921246,-0.003969809547642367,0.04009921455146759,4.514242422969429,0
2018-08-30,11676.7998046875,11698.7998046875,11639.7001953125,11694.75,313800,69.36406442484852,11557.295679284318,151.40778774038154,-0.0012915424723947133,0.24721780604133547,4.657556242146877,0
2018-08-31,11680.5,11727.650390625,11640.099609375,11675.849609375,346500,69.53347628960195,11573.722922046409,148.1861496060792,0.00031688436681198695,0.10420650095602291,4.718299191560893,0
2018-09-03,11582.349609375,11751.7998046875,11567.400390625,11751.7998046875,234400,60.04792178660153,11574.873147023556,136.14368230449145,-0.00840292715423141,-0.32352092352092354,4.253116956552875,0
2018-09-04,11520.2998046875,11602.5498046875,11496.849609375,11598.75,254800,54.94488047327633,11567.596701378749,120.20736387598845,-0.00535727264157837,0.08703071672354956,4.05045677247216,0
2018-09-05,11476.9501953125,11542.650390625,11393.849609375,11514.849609375,246100,51.642923745119795,11555.510500569915,102.89367132373263,-0.0037628889968090995,-0.03414442700156983,3.911626754196941,0
2018-09-06,11536.900390625,11562.25,11436.0498046875,11514.150390625,247900,55.61544401233856,11553.02915257726,92.9385867983292,0.005223530144531363,0.00731409995936616,3.7332405917938045,0
2018-09-07,11589.099609375,11603.0,11484.400390625,11558.25,295900,58.789890017451796,11557.83854681696,88.24393019810668,0.0045245444601755835,0.1936264622831787,3.670803111076944,0
2018-09-10,11438.099609375,11573.0,11427.2998046875,11570.25,286700,48.07771799749207,11541.873355158034,71.51456756034531,-0.013029485041085365,-0.0310915849949307,3.7213276130358346,0
2018-09-11,11287.5,11479.400390625,11274.0,11476.849609375,0,40.208609604719,11507.95690780363,45.57889218106902,-0.013166488710376734,-1.0,4.127822028683811,1
2018-09-12,11369.900390625,11380.75,11250.2001953125,11340.099609375,268200,45.467865334543134,11489.549372179812,31.31275155279218,0.0073001453488372725,inf,4.090647576852528,1
2018-09-14,11515.2001953125,11523.25,11430.5498046875,11443.5,276600,53.272901103635654,11492.969481930837,31.36960298374106,0.012779338401883056,0.031319910514541416,4.007822171765939,0
2018-09-17,11377.75,11464.9501953125,11366.900390625,11464.9501953125,201400,46.49365906218912,11477.606884340059,20.09196840489858,-0.011936413868727347,-0.27187274041937814,4.025850169820658,0
